stim1,stim2,RT,correct,condition,Association,TaskType
triangle,,465,1,single,you,RG_congruent
octagon,diamond,559,1,pair,friendneutral,RG_congruent
octagon,,503,1,single,neutral,RG_congruent
triangle,,571,1,single,you,RG_congruent
diamond,,557,1,single,friend,RG_congruent
rhomboid,,474,1,single,happy,RG_congruent
rhomboid,,562,1,single,happy,RG_congruent
diamond,octagon,547,1,pair,friendneutral,RG_congruent
diamond,,571,1,single,friend,RG_congruent
diamond,,547,1,single,friend,RG_congruent
octagon,diamond,530,1,pair,friendneutral,RG_congruent
triangle,,512,1,single,you,RG_congruent
diamond,,560,1,single,friend,RG_congruent
triangle,,580,1,single,you,RG_congruent
octagon,diamond,553,1,pair,friendneutral,RG_congruent
octagon,diamond,569,1,pair,friendneutral,RG_congruent
rhomboid,,661,1,single,happy,RG_congruent
triangle,,515,1,single,you,RG_congruent
rhomboid,,611,1,single,happy,RG_congruent
diamond,octagon,584,1,pair,friendneutral,RG_congruent
octagon,,581,1,single,neutral,RG_congruent
diamond,octagon,652,1,pair,friendneutral,RG_congruent
diamond,,558,1,single,friend,RG_congruent
rhomboid,,584,1,single,happy,RG_congruent
octagon,,487,1,single,neutral,RG_congruent
rhomboid,,568,1,single,happy,RG_congruent
rhomboid,triangle,549,1,pair,youhappy,RG_congruent
triangle,rhomboid,635,1,pair,youhappy,RG_congruent
rhomboid,triangle,486,1,pair,youhappy,RG_congruent
triangle,,469,1,single,you,RG_congruent
octagon,,496,1,single,neutral,RG_congruent
triangle,rhomboid,535,1,pair,youhappy,RG_congruent
rhomboid,triangle,486,1,pair,youhappy,RG_congruent
diamond,octagon,538,1,pair,friendneutral,RG_congruent
rhomboid,triangle,497,1,pair,youhappy,RG_congruent
diamond,octagon,530,1,pair,friendneutral,RG_congruent
octagon,,481,1,single,neutral,RG_congruent
triangle,,526,1,single,you,RG_congruent
triangle,,380,1,single,you,RG_congruent
diamond,,538,1,single,friend,RG_congruent
diamond,,388,1,single,friend,RG_congruent
triangle,,475,1,single,you,RG_congruent
rhomboid,triangle,416,1,pair,youhappy,RG_congruent
diamond,,514,1,single,friend,RG_congruent
triangle,,424,1,single,you,RG_congruent
octagon,,546,1,single,neutral,RG_congruent
triangle,,362,1,single,you,RG_congruent
diamond,,625,1,single,friend,RG_congruent
rhomboid,,542,1,single,happy,RG_congruent
triangle,rhomboid,527,1,pair,youhappy,RG_congruent
diamond,octagon,504,1,pair,friendneutral,RG_congruent
rhomboid,,700,1,single,happy,RG_congruent
rhomboid,,720,1,single,happy,RG_congruent
rhomboid,,579,1,single,happy,RG_congruent
rhomboid,,435,1,single,happy,RG_congruent
diamond,,636,1,single,friend,RG_congruent
octagon,,525,1,single,neutral,RG_congruent
octagon,,555,1,single,neutral,RG_congruent
octagon,,530,1,single,neutral,RG_congruent
octagon,,420,1,single,neutral,RG_congruent
diamond,,607,1,single,friend,RG_congruent
triangle,rhomboid,541,1,pair,youhappy,RG_congruent
octagon,diamond,544,1,pair,friendneutral,RG_congruent
triangle,,620,1,single,you,RG_congruent
rhomboid,,552,1,single,happy,RG_congruent
triangle,rhomboid,562,1,pair,youhappy,RG_congruent
diamond,,660,1,single,friend,RG_congruent
diamond,,557,1,single,friend,RG_congruent
octagon,,487,1,single,neutral,RG_congruent
octagon,diamond,596,1,pair,friendneutral,RG_congruent
trapeze,,717,1,single,you,RG_incongruent
trapeze,pentagon,981,1,pair,youneutral,RG_incongruent
pentagon,,520,1,single,neutral,RG_incongruent
square,,668,1,single,happy,RG_incongruent
pentagon,,477,1,single,neutral,RG_incongruent
pentagon,trapeze,596,1,pair,youneutral,RG_incongruent
kite,,556,1,single,friend,RG_incongruent
kite,,832,0,single,friend,RG_incongruent
kite,,917,1,single,friend,RG_incongruent
square,,716,1,single,happy,RG_incongruent
square,,660,1,single,happy,RG_incongruent
kite,square,594,1,pair,friendhappy,RG_incongruent
trapeze,pentagon,452,1,pair,youneutral,RG_incongruent
kite,,570,1,single,friend,RG_incongruent
kite,,527,1,single,friend,RG_incongruent
square,,596,1,single,happy,RG_incongruent
kite,,526,1,single,friend,RG_incongruent
trapeze,,607,1,single,you,RG_incongruent
pentagon,,479,1,single,neutral,RG_incongruent
kite,,549,1,single,friend,RG_incongruent
trapeze,pentagon,562,1,pair,youneutral,RG_incongruent
pentagon,,722,1,single,neutral,RG_incongruent
trapeze,pentagon,557,1,pair,youneutral,RG_incongruent
trapeze,,541,0,single,you,RG_incongruent
trapeze,,487,1,single,you,RG_incongruent
pentagon,,548,1,single,neutral,RG_incongruent
pentagon,trapeze,472,1,pair,youneutral,RG_incongruent
square,,482,0,single,happy,RG_incongruent
kite,square,566,1,pair,friendhappy,RG_incongruent
pentagon,,550,1,single,neutral,RG_incongruent
pentagon,trapeze,652,1,pair,youneutral,RG_incongruent
kite,square,502,0,pair,friendhappy,RG_incongruent
square,kite,557,1,pair,friendhappy,RG_incongruent
trapeze,,592,1,single,you,RG_incongruent
kite,,545,1,single,friend,RG_incongruent
trapeze,,616,1,single,you,RG_incongruent
pentagon,trapeze,554,1,pair,youneutral,RG_incongruent
kite,square,552,1,pair,friendhappy,RG_incongruent
square,kite,620,1,pair,friendhappy,RG_incongruent
square,kite,451,1,pair,friendhappy,RG_incongruent
kite,,477,1,single,friend,RG_incongruent
trapeze,,474,0,single,you,RG_incongruent
trapeze,,444,1,single,you,RG_incongruent
pentagon,,535,1,single,neutral,RG_incongruent
square,kite,588,1,pair,friendhappy,RG_incongruent
trapeze,pentagon,541,1,pair,youneutral,RG_incongruent
square,,666,1,single,happy,RG_incongruent
trapeze,,456,1,single,you,RG_incongruent
pentagon,,453,1,single,neutral,RG_incongruent
kite,square,561,1,pair,friendhappy,RG_incongruent
square,,385,1,single,happy,RG_incongruent
square,,340,1,single,happy,RG_incongruent
trapeze,,431,0,single,you,RG_incongruent
kite,,649,1,single,friend,RG_incongruent
square,,551,1,single,happy,RG_incongruent
pentagon,,630,1,single,neutral,RG_incongruent
square,kite,742,1,pair,friendhappy,RG_incongruent
pentagon,trapeze,572,1,pair,youneutral,RG_incongruent
pentagon,,454,1,single,neutral,RG_incongruent
square,,561,1,single,happy,RG_incongruent
trapeze,,591,1,single,you,RG_incongruent
square,,544,1,single,happy,RG_incongruent
kite,,576,1,single,friend,RG_incongruent
trapeze,pentagon,556,1,pair,youneutral,RG_incongruent
kite,square,543,1,pair,friendhappy,RG_incongruent
square,,507,1,single,happy,RG_incongruent
square,kite,522,1,pair,friendhappy,RG_incongruent
square,,467,1,single,happy,RG_incongruent
kite,square,782,0,pair,friendhappy,RG_incongruent
trapeze,pentagon,494,1,pair,youneutral,RG_incongruent
kite,,446,1,single,friend,RG_incongruent
trapeze,,531,0,single,you,RG_incongruent
pentagon,trapeze,613,0,pair,youneutral,RG_incongruent
kite,,473,1,single,friend,RG_incongruent
trapeze,,554,1,single,you,RG_incongruent
pentagon,trapeze,526,0,pair,youneutral,RG_incongruent
square,,690,1,single,happy,RG_incongruent
kite,square,505,1,pair,friendhappy,RG_incongruent
kite,,522,1,single,friend,RG_incongruent
trapeze,,719,1,single,you,RG_incongruent
square,,406,0,single,happy,RG_incongruent
pentagon,,445,1,single,neutral,RG_incongruent
square,,418,1,single,happy,RG_incongruent
trapeze,,576,1,single,you,RG_incongruent
pentagon,trapeze,549,1,pair,youneutral,RG_incongruent
trapeze,,476,1,single,you,RG_incongruent
trapeze,,394,1,single,you,RG_incongruent
square,,378,0,single,happy,RG_incongruent
pentagon,,518,1,single,neutral,RG_incongruent
kite,square,521,1,pair,friendhappy,RG_incongruent
pentagon,,642,1,single,neutral,RG_incongruent
pentagon,trapeze,618,1,pair,youneutral,RG_incongruent
square,,436,1,single,happy,RG_incongruent
pentagon,,709,1,single,neutral,RG_incongruent
pentagon,,521,1,single,neutral,RG_incongruent
kite,,602,1,single,friend,RG_incongruent
pentagon,,421,0,single,neutral,RG_incongruent
kite,,468,1,single,friend,RG_incongruent
pentagon,,463,1,single,neutral,RG_incongruent
square,,392,0,single,happy,RG_incongruent
square,kite,415,0,pair,friendhappy,RG_incongruent
square,kite,355,1,pair,friendhappy,RG_incongruent
kite,,537,1,single,friend,RG_incongruent
pentagon,,545,1,single,neutral,RG_incongruent
square,kite,546,0,pair,friendhappy,RG_incongruent
pentagon,,385,1,single,neutral,RG_incongruent
pentagon,,520,1,single,neutral,RG_incongruent
kite,square,732,1,pair,friendhappy,RG_incongruent
kite,,538,0,single,friend,RG_incongruent
pentagon,trapeze,632,1,pair,youneutral,RG_incongruent
square,kite,397,1,pair,friendhappy,RG_incongruent
square,,841,1,single,happy,RG_incongruent
kite,,434,1,single,friend,RG_incongruent
kite,,610,1,single,friend,RG_incongruent
trapeze,pentagon,613,1,pair,youneutral,RG_incongruent
trapeze,,531,1,single,you,RG_incongruent
trapeze,pentagon,551,1,pair,youneutral,RG_incongruent
trapeze,pentagon,475,1,pair,youneutral,RG_incongruent
trapeze,,478,1,single,you,RG_incongruent
trapeze,,565,1,single,you,RG_incongruent
pentagon,,577,1,single,neutral,RG_incongruent
trapeze,,397,1,single,you,RG_incongruent
trapeze,,493,1,single,you,RG_incongruent
kite,,611,1,single,friend,RG_incongruent
pentagon,,643,1,single,neutral,RG_incongruent
pentagon,trapeze,523,1,pair,youneutral,RG_incongruent
trapeze,,449,1,single,you,RG_incongruent
pentagon,,419,1,single,neutral,RG_incongruent
square,,644,1,single,happy,RG_incongruent
square,kite,592,1,pair,friendhappy,RG_incongruent
square,kite,451,1,pair,friendhappy,RG_incongruent
trapeze,,673,1,single,you,RG_incongruent
trapeze,,484,1,single,you,RG_incongruent
kite,,553,1,single,friend,RG_incongruent
kite,,506,1,single,friend,RG_incongruent
pentagon,trapeze,653,1,pair,youneutral,RG_incongruent
trapeze,pentagon,657,1,pair,youneutral,RG_incongruent
kite,square,579,1,pair,friendhappy,RG_incongruent
kite,square,513,1,pair,friendhappy,RG_incongruent
pentagon,trapeze,521,1,pair,youneutral,RG_incongruent
trapeze,pentagon,517,1,pair,youneutral,RG_incongruent
square,,593,1,single,happy,RG_incongruent
kite,,664,1,single,friend,RG_incongruent
square,,480,1,single,happy,RG_incongruent
pentagon,trapeze,487,1,pair,youneutral,RG_incongruent
pentagon,,589,1,single,neutral,RG_incongruent
square,,611,1,single,happy,RG_incongruent
square,,428,1,single,happy,RG_incongruent
pentagon,,510,0,single,neutral,RG_incongruent
kite,square,613,1,pair,friendhappy,RG_incongruent
pentagon,,532,1,single,neutral,RG_incongruent
square,,585,1,single,happy,RG_incongruent
kite,,529,1,single,friend,RG_incongruent
square,kite,688,1,pair,friendhappy,RG_incongruent
kite,,509,1,single,friend,RG_incongruent
trapeze,pentagon,594,1,pair,youneutral,RG_incongruent
pentagon,,521,0,single,neutral,RG_incongruent
trapeze,,830,1,single,you,RG_incongruent
kite,,497,1,single,friend,RG_incongruent
pentagon,trapeze,497,1,pair,youneutral,RG_incongruent
square,,391,1,single,happy,RG_incongruent
pentagon,,420,1,single,neutral,RG_incongruent
trapeze,pentagon,573,1,pair,youneutral,RG_incongruent
square,,654,1,single,happy,RG_incongruent
kite,square,518,1,pair,friendhappy,RG_incongruent
kite,square,496,1,pair,friendhappy,RG_incongruent
pentagon,,416,0,single,neutral,RG_incongruent
trapeze,,556,1,single,you,RG_incongruent
kite,,539,1,single,friend,RG_incongruent
square,kite,580,1,pair,friendhappy,RG_incongruent
pentagon,,1152,1,single,neutral,RG_incongruent
square,,462,0,single,happy,RG_incongruent
trapeze,pentagon,512,1,pair,youneutral,RG_incongruent
kite,,614,1,single,friend,RG_incongruent
trapeze,,503,0,single,you,RG_incongruent
square,kite,557,1,pair,friendhappy,RG_incongruent
trapeze,,854,1,single,you,RG_incongruent
kite,,585,1,single,friend,RG_incongruent
square,,694,1,single,happy,RG_incongruent
trapeze,,656,1,single,you,RG_incongruent
triangle,rhomboid,560,1,pair,friendneutral,RG_congruent
octagon,diamond,430,1,pair,youhappy,RG_congruent
triangle,,471,1,single,friend,RG_congruent
rhomboid,,338,1,single,neutral,RG_congruent
diamond,,475,1,single,happy,RG_congruent
diamond,,410,1,single,happy,RG_congruent
rhomboid,triangle,457,1,pair,friendneutral,RG_congruent
rhomboid,,450,1,single,neutral,RG_congruent
triangle,rhomboid,365,1,pair,friendneutral,RG_congruent
octagon,,496,1,single,you,RG_congruent
rhomboid,,504,1,single,neutral,RG_congruent
triangle,,476,1,single,friend,RG_congruent
triangle,,316,0,single,friend,RG_congruent
rhomboid,triangle,595,1,pair,friendneutral,RG_congruent
triangle,,507,1,single,friend,RG_congruent
diamond,,716,1,single,happy,RG_congruent
octagon,,1014,1,single,you,RG_congruent
diamond,,895,1,single,happy,RG_congruent
triangle,rhomboid,524,1,pair,friendneutral,RG_congruent
rhomboid,,453,1,single,neutral,RG_congruent
octagon,,389,1,single,you,RG_congruent
octagon,,761,0,single,you,RG_congruent
rhomboid,,601,1,single,neutral,RG_congruent
octagon,,569,1,single,you,RG_congruent
octagon,,1648,0,single,you,RG_congruent
rhomboid,,547,1,single,neutral,RG_congruent
diamond,,344,0,single,happy,RG_congruent
diamond,,690,1,single,happy,RG_congruent
diamond,octagon,473,1,pair,youhappy,RG_congruent
triangle,,483,1,single,friend,RG_congruent
rhomboid,,707,1,single,neutral,RG_congruent
diamond,octagon,505,1,pair,youhappy,RG_congruent
octagon,,645,0,single,you,RG_congruent
diamond,,487,1,single,happy,RG_congruent
triangle,,648,1,single,friend,RG_congruent
octagon,diamond,731,1,pair,youhappy,RG_congruent
diamond,,503,1,single,happy,RG_congruent
diamond,,544,1,single,happy,RG_congruent
octagon,,546,1,single,you,RG_congruent
rhomboid,,466,1,single,neutral,RG_congruent
rhomboid,triangle,400,1,pair,friendneutral,RG_congruent
diamond,octagon,566,1,pair,youhappy,RG_congruent
triangle,,742,0,single,friend,RG_congruent
triangle,,263,1,single,friend,RG_congruent
octagon,diamond,906,1,pair,youhappy,RG_congruent
octagon,diamond,550,1,pair,youhappy,RG_congruent
rhomboid,,619,1,single,neutral,RG_congruent
diamond,octagon,553,1,pair,youhappy,RG_congruent
octagon,,1642,0,single,you,RG_congruent
octagon,,467,1,single,you,RG_congruent
octagon,diamond,398,1,pair,youhappy,RG_congruent
triangle,rhomboid,651,1,pair,friendneutral,RG_congruent
rhomboid,triangle,889,1,pair,friendneutral,RG_congruent
triangle,,578,0,single,friend,RG_congruent
diamond,,684,1,single,happy,RG_congruent
triangle,,600,0,single,friend,RG_congruent
rhomboid,,491,1,single,neutral,RG_congruent
rhomboid,triangle,593,0,pair,friendneutral,RG_congruent
triangle,rhomboid,617,1,pair,friendneutral,RG_congruent
diamond,octagon,579,1,pair,youhappy,RG_congruent
octagon,diamond,814,1,pair,youhappy,RG_congruent
rhomboid,triangle,498,1,pair,friendneutral,RG_congruent
octagon,,494,1,single,you,RG_congruent
rhomboid,triangle,467,1,pair,friendneutral,RG_congruent
octagon,,539,1,single,you,RG_congruent
diamond,,792,0,single,happy,RG_congruent
triangle,,525,1,single,friend,RG_congruent
diamond,,486,1,single,happy,RG_congruent
triangle,,786,0,single,friend,RG_congruent
rhomboid,,458,1,single,neutral,RG_congruent
octagon,,557,0,single,you,RG_congruent
diamond,octagon,553,1,pair,youhappy,RG_congruent
triangle,rhomboid,650,1,pair,friendneutral,RG_congruent
rhomboid,triangle,477,1,pair,friendneutral,RG_congruent
diamond,,682,1,single,happy,RG_congruent
octagon,,497,1,single,you,RG_congruent
triangle,,652,1,single,friend,RG_congruent
diamond,octagon,841,1,pair,youhappy,RG_congruent
triangle,,1165,1,single,friend,RG_congruent
diamond,octagon,903,1,pair,youhappy,RG_congruent
octagon,diamond,427,1,pair,youhappy,RG_congruent
diamond,,1652,0,single,happy,RG_congruent
rhomboid,,507,1,single,neutral,RG_congruent
octagon,diamond,966,1,pair,youhappy,RG_congruent
octagon,,747,1,single,you,RG_congruent
triangle,,636,1,single,friend,RG_congruent
rhomboid,,787,1,single,neutral,RG_congruent
octagon,diamond,548,1,pair,youhappy,RG_congruent
diamond,,742,0,single,happy,RG_congruent
rhomboid,triangle,654,0,pair,friendneutral,RG_congruent
rhomboid,,545,1,single,neutral,RG_congruent
rhomboid,,445,1,single,neutral,RG_congruent
triangle,,629,1,single,friend,RG_congruent
diamond,,746,1,single,happy,RG_congruent
diamond,,712,0,single,happy,RG_congruent
octagon,,566,1,single,you,RG_congruent
diamond,octagon,687,1,pair,youhappy,RG_congruent
rhomboid,,572,1,single,neutral,RG_congruent
triangle,rhomboid,617,1,pair,friendneutral,RG_congruent
diamond,octagon,673,0,pair,youhappy,RG_congruent
diamond,,800,1,single,happy,RG_congruent
octagon,,642,1,single,you,RG_congruent
triangle,,517,1,single,friend,RG_congruent
triangle,,492,1,single,friend,RG_congruent
triangle,,418,1,single,friend,RG_congruent
octagon,,593,1,single,you,RG_congruent
triangle,rhomboid,590,1,pair,friendneutral,RG_congruent
diamond,,778,1,single,happy,RG_congruent
octagon,diamond,789,1,pair,youhappy,RG_congruent
rhomboid,,514,1,single,neutral,RG_congruent
octagon,,526,1,single,you,RG_congruent
rhomboid,,784,0,single,neutral,RG_congruent
rhomboid,,567,0,single,neutral,RG_congruent
diamond,,531,1,single,happy,RG_congruent
triangle,rhomboid,517,1,pair,friendneutral,RG_congruent
rhomboid,triangle,545,1,pair,friendneutral,RG_congruent
octagon,,503,1,single,you,RG_congruent
triangle,rhomboid,512,1,pair,friendneutral,RG_congruent
triangle,,1041,1,single,friend,RG_congruent
rhomboid,,528,1,single,neutral,RG_congruent
rhomboid,,1298,1,single,neutral,RG_congruent
triangle,rhomboid,505,1,pair,friendneutral,RG_congruent
octagon,diamond,453,1,pair,youhappy,RG_congruent
diamond,,538,1,single,happy,RG_congruent
diamond,,612,1,single,happy,RG_congruent
octagon,diamond,656,0,pair,youhappy,RG_congruent
octagon,,584,0,single,you,RG_congruent
triangle,,833,1,single,friend,RG_congruent
rhomboid,,661,1,single,neutral,RG_congruent
diamond,,797,1,single,happy,RG_congruent
diamond,,660,1,single,happy,RG_congruent
diamond,octagon,484,1,pair,youhappy,RG_congruent
rhomboid,,482,1,single,neutral,RG_congruent
octagon,diamond,484,1,pair,youhappy,RG_congruent
triangle,rhomboid,608,1,pair,friendneutral,RG_congruent
rhomboid,,716,1,single,neutral,RG_congruent
rhomboid,triangle,510,1,pair,friendneutral,RG_congruent
diamond,,1509,0,single,happy,RG_congruent
rhomboid,,605,1,single,neutral,RG_congruent
octagon,diamond,426,1,pair,youhappy,RG_congruent
octagon,,667,1,single,you,RG_congruent
rhomboid,triangle,526,1,pair,friendneutral,RG_congruent
octagon,diamond,580,1,pair,youhappy,RG_congruent
triangle,,525,1,single,friend,RG_congruent
octagon,,586,1,single,you,RG_congruent
rhomboid,triangle,514,1,pair,friendneutral,RG_congruent
rhomboid,,492,1,single,neutral,RG_congruent
diamond,octagon,628,1,pair,youhappy,RG_congruent
triangle,,655,0,single,friend,RG_congruent
triangle,,364,1,single,friend,RG_congruent
triangle,,551,1,single,friend,RG_congruent
octagon,,682,1,single,you,RG_congruent
octagon,,775,0,single,you,RG_congruent
diamond,,532,1,single,happy,RG_congruent
octagon,,644,0,single,you,RG_congruent
rhomboid,,1150,1,single,neutral,RG_congruent
triangle,,701,1,single,friend,RG_congruent
diamond,,672,0,single,happy,RG_congruent
octagon,,459,1,single,you,RG_congruent
rhomboid,triangle,536,1,pair,friendneutral,RG_congruent
octagon,,476,1,single,you,RG_congruent
triangle,,582,1,single,friend,RG_congruent
triangle,,1286,1,single,friend,RG_congruent
triangle,,714,1,single,friend,RG_congruent
triangle,rhomboid,623,1,pair,friendneutral,RG_congruent
diamond,,608,0,single,happy,RG_congruent
diamond,,587,0,single,happy,RG_congruent
triangle,rhomboid,592,1,pair,friendneutral,RG_congruent
octagon,,642,0,single,you,RG_congruent
diamond,octagon,680,1,pair,youhappy,RG_congruent
octagon,,600,1,single,you,RG_congruent
diamond,,564,1,single,happy,RG_congruent
diamond,octagon,626,1,pair,youhappy,RG_congruent
diamond,octagon,580,1,pair,youhappy,RG_congruent
rhomboid,triangle,546,1,pair,friendneutral,RG_congruent
rhomboid,,559,1,single,neutral,RG_congruent
